Address,BuildingType,City,ComplianceStatus,CouncilDistrictCode,DataYear,DefaultData,Electricity(kBtu),Electricity(kWh),ENERGYSTARScore,GHGEmissionsIntensity,LargestPropertyUseType,LargestPropertyUseTypeGFA,Latitude,ListOfAllPropertyUseTypes,Longitude,NaturalGas(kBtu),NaturalGas(therms),Neighborhood,NumberofBuildings,NumberofFloors,OSEBuildingID,PrimaryPropertyType,PropertyGFABuilding(s),PropertyGFAParking,PropertyGFATotal,PropertyName,SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),State,SteamUse(kBtu),TaxParcelIdentificationNumber,TotalGHGEmissions,YearBuilt,ZipCode
12001 31st AVE NE,NonResidential,Seattle,Compliant,5,2016,false,1901857,557402.375,0,1.65,"Personal Services (Health/Beauty, Dry Cleaning, etc)",25406,47.7162,"Personal Services (Health/Beauty, Dry Cleaning, etc)",'-122.2956,540363,5403.629395,North,1,1,25124,Other,25406,0,25406,4H Investments,2442220,2484501.5,96.09999847,97.80000305,257.3999939,259.1000061,WA,0,8822900840,41.96,1960,98125
1200-1210 West Nickerson st.,NonResidential,Seattle,Compliant,7,2016,false,277628,81368,89,0.41,Distribution Center,18229,47.65563,"Distribution Center, Non-Refrigerated Warehouse",'-122.37194,242384,2423.842773,North,1,2,22577,Distribution Center,36498,0,36498,property #50,520011.8125,602201.625,14.69999981,17,31.79999924,34.79999924,WA,0,2770605690,14.81,1960,98119
12002 Roosevelt Way NE,Multifamily LR (1-4),Seattle,Compliant,5,2016,false,1299001,380715.5,55,0.2,Multifamily Housing,37588,47.71625,"Multifamily Housing, Parking",'-122.31769,0,0,North,1,4,23026,Low-Rise Multifamily,44645,0,44645,Roosevelt Ridge Apartments,1299001.625,1367471,34.59999847,36.40000153,108.5,114.1999969,WA,0,2926049503,9.06,1989,98125
"1201 1st Ave. S.,",NonResidential,Seattle,Compliant,2,2016,false,2952139,865222.3125,53,2.8,Office,63000,47.59202,Office,'-122.33486,3016015,30160.14844,South,1,2,635,Small- and Mid-Sized Office,64512,0,64512,1201 Building,5968153.5,6114759.5,94.69999695,97.09999847,197.3999939,199.1000061,WA,0,7666206966,180.76,1914,98134
1201 3rd ave,NonResidential,Seattle,Compliant,7,2016,false,49472833,14499658,92,0.42,Office,994116,47.60723,"Office, Other, Parking, Restaurant",'-122.33611,1426840,14268.40039,Central,1,55,399,Large Office,1115000,285000,1400000,1201 Third Avenue,53079164,55140300,46.70000076,48.5,140.1999969,145.3000031,WA,2179487.75,1974700120,588.9,1988,98101
1201 9th Ave,NonResidential,Seattle,Compliant,7,2016,false,17663475,5176868.5,0,1.2,Other,206950,47.61,Other,'-122.32922,0,0,Central,1,5,434,Other,109550,97400,206950,Benaroya Research Institute at Virginia Mason,19295226,19105426,93.19999695,92.30000305,277.5,272.7000122,WA,1631750.25,1978200010,249.09,1999,98101
1201 Alaskan Way,NonResidential,Seattle,Compliant,7,2016,false,5381104,1577111.5,37,0.52,Office,34550,47.60546,"Office, Parking, Retail Store",'-122.34091,0,0,Central,1,2,23857,Mixed Use Property,57836,14083,71919,Pier 56,5381105,5381105,93.40000153,93.40000153,293.2000122,293.2000122,WA,0,7666202485,37.51,1900,98101
1201 Boylston AVE,Multifamily MR (5-9),Seattle,Compliant,3,2016,false,2834238,830667.6875,81,0.14,Multifamily Housing,96578,47.61255,"Multifamily Housing, Parking",'-122.3239,0,0,Central,1,5,20330,Mid-Rise Multifamily,140778,0,140778,Charbonneau,2834238.5,2993138,29.29999924,31,92.09999847,97.30000305,WA,0,1522500000,19.76,1989,98101
1201 Mercer St,Multifamily MR (5-9),Seattle,Compliant,7,2016,false,2125700,623007,98,0.52,Multifamily Housing,114187,47.62415,"Multifamily Housing, Parking",'-122.33286,1151119,11511.18945,Central,1,7,49868,Mid-Rise Multifamily,145716,0,145716,Rivet,3276819,3276819,28.70000076,28.70000076,69,69,WA,0,2467400211,75.96,2014,98109
1201 N. 96th St.,NonResidential,Seattle,Compliant,5,2016,false,381025,111671.8984,0,0.64,Non-Refrigerated Warehouse,46846,47.69814,"Non-Refrigerated Warehouse, Office",'-122.34295,590131,5901.310059,North,1,2,583,Warehouse,53472,0,53472,Iron Mountain,971155.625,1065308.875,17.10000038,18.70000076,31.89999962,33.70000076,WA,0,3126049011,34,1948,98103
1201 NE Campus Pkwy,NonResidential,Seattle,Compliant,4,2016,false,8902529,2609182,19,2.62,Residence Hall/Dormitory,166991,47.65577,Residence Hall/Dormitory,'-122.3153,7063329,70633.28906,North,1,0,49979,Residence Hall,166991,0,166991,Lander Hall,15965859,16591973,95.59999847,99.40000153,211.8000031,215.6999969,WA,0,1625049001,437.2,1953,98195
1201 S Vale St,Multifamily LR (1-4),Seattle,Compliant,2,2016,false,1243115,364336.3125,0,2.13,Multifamily Housing,14200,47.549,"Multifamily Housing, Restaurant, Retail Store",'-122.31701,970000,9700,South,1,2,19471,Low-Rise Multifamily,28260,0,28260,Julius Horton Building LLC,2213115.5,2225144,83.09999847,83.59999847,184.8000031,185.3000031,WA,0,1800021,60.18,1914,98108
1201 Summit Ave,Multifamily MR (5-9),Seattle,Compliant,3,2016,false,2004949,587616.875,89,0.95,Multifamily Housing,70072,47.61187,"Multifamily Housing, Parking",'-122.32477,1746468,17464.67969,Central,1,5,21341,Mid-Rise Multifamily,111954,0,111954,Cascade Court Apartments,3751417,4020041,53.5,57.40000153,116,124.3000031,WA,0,1978200790,106.73,1993,98101
1201 Western Avenue,NonResidential,Seattle,Compliant,7,2016,false,4371815,1281305.625,91,0.34,Office,95942,47.60576,"Data Center, Office, Retail Store",'-122.33922,213255,2132.549805,Central,1,7,768,Large Office,122356,0,122356,1201 Western Avenue,4585070.5,4675881.5,41.09999847,41.90000153,125,125.8000031,WA,0,7666202480,41.8,1910,98101
12012 10th Place NE,Multifamily LR (1-4),Seattle,Compliant,5,2016,false,610745,178999,75,0.2,Multifamily Housing,21422,47.7166,Multifamily Housing,'-122.31702,0,0,North,1,3,22964,Low-Rise Multifamily,21422,0,21422,Roosevelt Ridge D-F,610744.6875,643295,28.5,30,89.5,94.30000305,WA,0,2926049130,4.26,1989,98125
12027 15th Ave NE,Multifamily LR (1-4),Seattle,Compliant,5,2016,false,644122,188781.2969,92,0.14,Multifamily Housing,30824,47.71642,"Multifamily Housing, Parking",'-122.31292,0,0,North,1,4,24772,Low-Rise Multifamily,33034,0,33034,Heritage Place Condominium,644121.6875,679460.875,20.89999962,22,65.59999847,69.19999695,WA,0,3260500000,4.49,1980,98125
1203 NE 135th St,Multifamily LR (1-4),Seattle,Compliant,5,2016,false,673030,197253.7969,61,0.21,Multifamily Housing,22646,47.72641,Multifamily Housing,'-122.31519,0,0,North,1,3,21527,Low-Rise Multifamily,22646,0,22646,Parkside,673030,709814.125,29.70000076,31.29999924,93.30000305,98.40000153,WA,0,2026049013,4.69,1987,98125
12034 15TH AVE NE,Multifamily LR (1-4),Seattle,Compliant,5,2016,false,709210,207857.5,64,0.16,Multifamily Housing,30833,47.71677,Multifamily Housing,'-122.31219,0,0,North,1,3,23515,Low-Rise Multifamily,30833,0,30833,Sedona Court Condominum,709209.875,744588.875,23,24.10000038,72.19999695,75.80000305,WA,0,7683940000,4.94,2000,98125
12040 28th Ave,Multifamily LR (1-4),Seattle,Compliant,5,2016,false,716940,210123.2031,73,0.14,Multifamily Housing,27172,47.71728,"Multifamily Housing, Parking",'-122.29775,0,0,North,1,3,24397,Low-Rise Multifamily,36172,0,36172,12040 28th Ave LLC,716940.625,716940.625,26.39999962,26.39999962,82.80000305,82.80000305,WA,0,3448000500,5,1976,98125
1205 Queen Anne Avenue N,Multifamily LR (1-4),Seattle,Compliant,7,2016,false,549915,161170.9063,86,1.3,Multifamily Housing,26044,47.62982,"Multifamily Housing, Parking",'-122.35706,566560,5665.600098,North,1,3,20724,Low-Rise Multifamily,26044,0,26044,The Park,1116475.125,1155251.5,42.90000153,44.40000153,89.09999847,92.59999847,WA,0,1731800560,33.92,1948,98109
1205 Spring Street,Multifamily LR (1-4),Seattle,Compliant,3,2016,false,400697,117437.5,86,0.87,Multifamily Housing,24840,47.61048,Multifamily Housing,'-122.32419,355160,3551.600098,Central,1,4,21338,Low-Rise Multifamily,24840,0,24840,San Marco Apartments,755856.875,799897.8125,30.39999962,32.20000076,65.69999695,70.40000153,WA,0,1978200710,21.66,1905,98104
1206 East Jefferson St,Multifamily MR (5-9),Seattle,Compliant,3,2016,false,873379,255972.7969,98,0.54,Multifamily Housing,45113,47.60642,"Multifamily Housing, Other, Parking",'-122.31637,464994,4649.94043,Central,1,6,49467,Mid-Rise Multifamily,57495,0,57495,Jefferson,1338373.5,1379927.25,26.89999962,27.79999924,65,67,WA,0,7948300165,30.78,2012,98122
1207 NW 92nd St,Multifamily LR (1-4),Seattle,Compliant,6,2016,false,961491,281796.9063,78,0.19,Multifamily Housing,35512,47.6958,Multifamily Housing,'-122.37208,0,0,North,1,4,20880,Low-Rise Multifamily,35512,0,35512,Imperial Crown Manor Apartments,961491.3125,1010511.688,27.10000038,28.5,85,89.40000153,WA,0,1862400360,6.7,1978,98117
1207 S Jackson St,NonResidential,Seattle,Compliant,3,2016,false,2918371,855325.625,0,6.23,Other - Mall,29640,47.59886,"Other - Mall, Parking",'-122.31678,5245042,52450.41797,Central,1,2,24994,Other,26579,21384,47963,Ding How Shopping Center,8163413,8224244,275.3999939,277.5,495,501.3999939,WA,0,8170100120,298.91,1991,98144
1208 Eastlake Avenue East,NonResidential,Seattle,Compliant,3,2016,false,16913185,4956971,0,9.98,Laboratory,97365,47.63079,Laboratory,'-122.32693,19523202,195232.0156,Central,1,4,743,Laboratory,97366,18382,115748,Dendreon Pharmaceuticals Inc. (Building Owner is Alexandria Real Estate),36436388,35938164,374.2000122,369.1000061,756,739.9000244,WA,0,2163901160,1154.79,1999,98102
1208 NE 64th st,NonResidential,Seattle,Compliant,4,2016,false,6357631,1863315.125,0,0.78,Other,49000,47.67524,Other,'-122.31534,0,0,North,1,4,131,Other,56521,0,56521,Lakeview,6357632,6367210,129.6999969,129.8999939,407.3999939,408,WA,0,1797500625,44.32,1941,98115
121 Lakeside AVE 121 Lakeside AVE 98122 1,Multifamily LR (1-4),Seattle,Compliant,3,2016,false,1402046,410916.0938,78,0.59,Multifamily Housing,63236,47.60238,Multifamily Housing,'-122.28544,522310,5223.099609,Central,1,4,26741,Low-Rise Multifamily,57278,5958,63236,Lakeside at Leschi Residential,1924355.875,1980261.25,30.39999962,31.29999924,78.30000305,79.19999695,WA,0,4141940000,37.51,1998,98122
121 S Kenyon Street,NonResidential,Seattle,Compliant,1,2016,false,1148123,336495.5,15,3.99,Non-Refrigerated Warehouse,45449,47.5316,Non-Refrigerated Warehouse,'-122.333,3154333,31543.32813,South,1,1,24532,Warehouse,44000,0,44000,Kenyon Industrial Park Building B,4302455.5,4947630.5,94.69999695,108.9000015,152.1999969,167.1000061,WA,0,3224049007,175.53,1970,98108
1210 15th Ave,Multifamily LR (1-4),Seattle,Compliant,3,2016,false,1423929,417329.6875,70,0.15,Multifamily Housing,44900,47.6315,"Multifamily Housing, Parking",'-122.31221,0,0,Central,1,3,20644,Low-Rise Multifamily,66885,0,66885,Parkridge,1423929.125,1483792.875,31.70000076,33,99.59999847,103.8000031,WA,0,1337800870,9.93,1984,98122
1210 Alki Ave SW,Multifamily MR (5-9),Seattle,Compliant,1,2016,false,605363,177421.7969,0,0.55,Multifamily Housing,30720,47.59429,Multifamily Housing,'-122.38843,241026,2410.26001,South,1,6,19706,Mid-Rise Multifamily,30720,0,30720,Bay Villa,846389.3125,894508,27.60000038,29.10000038,70.09999847,73,WA,0,586100000,17.02,1997,98116
1211 E Alder Street,NonResidential,Seattle,Compliant,3,2016,false,8155002,2390094.5,0,1.68,Other,137565,47.60462,"Courthouse, Other",'-122.31549,580172,5801.719727,Central,3,6,187,Other,250981,0,250981,Youth Services Center,13071700,14196194,60.5,65.69999695,145.6000061,151.8000031,WA,4336524.5,2908700085,422.39,1971,98122
1212 Queen Anne Ave N,Multifamily MR (5-9),Seattle,Compliant,7,2016,false,1267275,371417.0938,50,0.95,Multifamily Housing,36926,47.63019,Multifamily Housing,'-122.35625,497492,4974.919434,North,1,8,20726,Mid-Rise Multifamily,36926,0,36926,Queen Anne Heights,1764767.25,1887490.875,47.79999924,51.09999847,121.9000015,131.6999969,WA,0,1731800620,35.26,1970,98109
1214 Boylston Ave.,Multifamily MR (5-9),Seattle,Compliant,3,2016,false,870634,255168.0938,40,0.18,Multifamily Housing,21877,47.61266,"Multifamily Housing, Parking",'-122.3232,0,0,Central,1,5,21357,Mid-Rise Multifamily,32870,0,32870,Seneca,870633.5,910082.875,39.79999924,41.59999847,125,130.6000061,WA,0,1978201230,6.07,1998,98101
1215 4th Avenue,NonResidential,Seattle,Compliant,7,2016,false,32633842,9564432,43,0.87,Office,371450,47.60765,"Office, Other - Restaurant/Bar, Other - Technology/Science, Parking",'-122.3348,3744742,37447.42188,Central,1,29,764,Large Office,489182,0,489182,Financial Center - COS Compliance,36378588,37351804,93.80000305,96.40000153,274.5,281.5,WA,0,2400002,426.39,1970,98101
1215 DEXTER AVE N,Multifamily HR (10+),Seattle,Compliant,7,2016,false,6309922,1849332.25,78,0.15,Multifamily Housing,194919,47.63018,"Multifamily Housing, Parking",'-122.34261,332,3.320000172,North,1,11,19509,High-Rise Multifamily,286408,0,286408,Dexter Lake Union,6310254,6544970,32.40000153,33.59999847,101.5999985,105.4000015,WA,0,53000005,44.01,2003,98109
1215 E Fir St,NonResidential,Seattle,Compliant,3,2016,false,604078,177045,0,1.95,Non-Refrigerated Warehouse,38000,47.60224,"Non-Refrigerated Warehouse, Office",'-122.31529,1465928,14659.28027,Central,1,1,24726,Warehouse,42000,0,42000,"Archives, Records and Elections Warehouse",2070005.625,2298245.25,49.29999924,54.70000076,81.80000305,87,WA,0,8061000045,82.07,1954,98122
1215 N. 45th St.,Multifamily LR (1-4),Seattle,Compliant,4,2016,false,1634848,479146.5938,79,0.75,Multifamily Housing,67842,47.66124,Multifamily Housing,'-122.3435,1282939,12829.38965,Central,1,4,23769,Low-Rise Multifamily,106218,0,106218,Stone Way Apartments,2917787.5,3101727,43,45.70000076,95.5,100.9000015,WA,0,7821200255,79.53,2006,98103
1215 Seneca Street,Multifamily MR (5-9),Seattle,Compliant,3,2016,false,1824054,534599.6875,0,0.15,Multifamily Housing,57534,47.61136,"Multifamily Housing, Office, Parking, Restaurant",'-122.32454,0,0,Central,1,5,21340,Mid-Rise Multifamily,82776,0,82776,Tuscany,1824054.5,1922522.25,30.60000038,32.29999924,96.19999695,101.4000015,WA,0,1978200750,12.72,1928,98101
1216 1st Ave.,NonResidential,Seattle,Compliant,7,2016,false,774990,227136.5,92,0.76,Retail Store,34680,47.60683,Retail Store,'-122.33771,394959,3949.589844,Central,1,4,21310,Retail Store,34680,0,34680,DILLER BUILDING (ID21310),1169948.875,1259828.25,33.70000076,36.29999924,82.09999847,86.90000153,WA,0,1974700170,26.38,1900,98101
1217 6th Ave,NonResidential,Seattle,Compliant,7,2016,false,1057107,309820.3125,24,3.3,Worship Facility,75058,47.60867,Worship Facility,'-122.33265,4530240,45302.39844,Central,1,3,21313,Worship Facility,40548,34510,75058,Plymouth Congregational Church,5587347,6207115.5,74.40000153,82.69999695,107.5999985,116.3000031,WA,0,1975700006,247.97,1968,98101
1218 3rd Avenue,NonResidential,Seattle,Compliant,7,2016,false,8704772,2551222.75,62,2.95,Office,182604,47.60769,"Office, Other - Technology/Science, Parking",'-122.33544,127447,1274.469971,Central,1,27,765,Large Office,203251,13320,216571,Seattle Tower,16246106,17352520,86,91.90000153,192.6999969,199.6999969,WA,7413886,1975200005,639.72,1929,98101
1218 NE Campus Pkwy,NonResidential,Seattle,Compliant,4,2016,false,3420620,1002526.313,90,1.28,Residence Hall/Dormitory,207017,47.65642,Residence Hall/Dormitory,'-122.31475,2854748,28547.47656,North,1,5,49715,Residence Hall,136758,0,136758,Elm Hall,6275367.5,6662918.5,30.29999924,32.20000076,66.40000153,70.09999847,WA,0,1142002135,175.46,2012,98195
1218 Terry Ave,NonResidential,Seattle,Compliant,3,2016,false,512225,150124.7031,92,3.77,Office,39760,47.61098,Office,'-122.32766,227114,2271.139893,Central,1,4,21115,Small- and Mid-Sized Office,39760,0,39760,Administration - Cassel Crag,2478960,2741556.25,62.29999924,69,99.09999847,107,WA,1739620.75,1978200285,149.91,1925,98101
122 South Jackson,NonResidential,Seattle,Compliant,7,2016,false,414101,121366.1016,96,1.21,Office,28142,47.59938,Office,'-122.33328,92381,923.8099976,Central,1,3,25657,Small- and Mid-Sized Office,28142,0,28142,Herman Blumenthal Building,847097.8125,911154.125,30.10000038,32.40000153,64.19999695,66.19999695,WA,340615.5938,5247800350,34.08,1900,98104
1220 Boren Ave.,Multifamily HR (10+),Seattle,Compliant,3,2016,false,1458172,427365.8125,0,2.95,Multifamily Housing,82320,47.61137,"Multifamily Housing, Parking",'-122.32669,0,0,Central,1,12,25412,High-Rise Multifamily,82320,12960,95280,The Marlborough,4970199,5416150,60.40000153,65.80000305,106.9000015,113.5,WA,3512026.5,5161400000,281.25,1927,98101
1220 HOWELL ST,NonResidential,Seattle,Compliant,7,2016,false,9671822,2834648.75,94,0.19,Parking,182820,47.6177,"Fitness Center/Health Club/Gym, Office, Parking",'-122.3306,93954,939.5400391,Central,1,11,371,Mixed Use Property,185760,195621,381381,METROPOLITAN PARK NORTH (ID371),9765777,9944328,48.40000153,49.20000076,150.8999939,153.5,WA,0,660002381,72.42,2000,98101
1220 N 45th St,Multifamily LR (1-4),Seattle,Compliant,4,2016,false,1185390,347418,95,0.14,Multifamily Housing,45565,47.66164,"Multifamily Housing, Parking, Retail Store",'-122.34247,273856,2738.559814,Central,1,4,25335,Low-Rise Multifamily,158180,0,158180,Trinity Stonehedge LLC,1459246.5,1527684.75,26.5,27.79999924,72.90000153,75.5,WA,0,6865200955,22.81,2007,98103
1221 E Pike St.,NonResidential,Seattle,Compliant,3,2016,false,334292,97975.39844,65,5.47,Office,23422,47.61393,Office,'-122.31589,2367580,23675.80078,Central,1,3,27830,Small- and Mid-Sized Office,23422,0,23422,ELYSIAN BREWING CO & OFFICES,2701872,2902229,115.4000015,123.9000015,151,159.1000061,WA,0,6003000070,128.07,1920,98122
1221 First Ave.,Multifamily HR (10+),Seattle,Compliant,7,2016,false,30306111,8882213,42,0.91,Multifamily Housing,940245,47.60635,"Multifamily Housing, Office, Parking, Swimming Pool",'-122.33817,17646755,176467.5469,Central,1,28,21476,High-Rise Multifamily,970647,285688,1256335,Harbor Steps,47952868,50868268,49.40000153,52.40000153,117.0999985,124.4000015,WA,0,1976200075,1148.5,2000,98101
1221 Harbor Ave SW,Multifamily MR (5-9),Seattle,Compliant,1,2016,false,1439179,421799.0938,61,0.55,Multifamily Housing,72155,47.5923,"Multifamily Housing, Parking",'-122.38322,559861,5598.609863,South,1,5,23367,Mid-Rise Multifamily,72155,0,72155,Seabird,1999039.75,2171473.5,27.70000076,30.10000038,70.80000305,76,WA,0,7628300000,39.77,1976,98116
1221 Madison Street,NonResidential,Seattle,Compliant,3,2016,false,12744957,3735333.25,53,3.06,Medical Office,200184,47.60979,Medical Office,'-122.32298,0,0,Central,1,0,656,Medical Office,225982,0,225982,Arnold Pavilion,20560622,20764814,102.6999969,103.6999969,246.8999939,245.3000031,WA,7815663,8725990000,692.12,2004,98104
1221 Minor Avenue,Multifamily HR (10+),Seattle,Compliant,3,2016,false,2020862,592280.875,42,2.59,Multifamily Housing,101706,47.61174,Multifamily Housing,'-122.32611,4693677,46936.77344,Central,0,10,24989,High-Rise Multifamily,101706,0,101706,Sutton Place,6714540,6739209,66,66.30000305,110.8000031,111.5999985,WA,0,8155700000,263.37,1960,98101
1221 TAYLOR AVE N,Multifamily MR (5-9),Seattle,Compliant,7,2016,false,629307,184439.2969,71,0.21,Multifamily Housing,20598,47.63017,Multifamily Housing,'-122.34677,0,0,North,1,5,22115,Mid-Rise Multifamily,20598,0,20598,GALLEON APARTMENTS,629306.8125,673253.5,30.60000038,32.70000076,95.90000153,102.5999985,WA,0,2688400000,4.39,1967,98109
1222 East Madison Street,Multifamily MR (5-9),Seattle,Compliant,3,2016,false,1948111,570958.6875,98,0.46,Multifamily Housing,102696,47.61338,"Multifamily Housing, Parking",'-122.31593,631939,6319.390137,Central,1,6,46427,Mid-Rise Multifamily,102696,0,102696,Citizen Apts,2580050.25,2678970,25.10000038,26.10000038,66,68.59999847,WA,0,6003000085,47.14,2012,98122
1222 SUMMIT AVE,Multifamily LR (1-4),Seattle,Compliant,3,2016,false,1101060,322702.1875,74,0.9,Multifamily Housing,77246,47.61241,Multifamily Housing,'-122.32417,1164776,11647.75977,Central,1,4,21345,Low-Rise Multifamily,77246,0,77246,ARCADIA APT + ST PAUL APT,2265836,2439624.5,29.29999924,31.60000038,60.59999847,66.69999695,WA,0,1978200895,69.54,1916,98101
1223 E. Cherry Street,Multifamily MR (5-9),Seattle,Compliant,3,2016,false,3094355,906903.6875,94,0.65,Multifamily Housing,108099,47.60786,"Multifamily Housing, Parking, Retail Store",'-122.31586,1302210,13022.09961,Central,1,5,44187,Mid-Rise Multifamily,140254,0,140254,The Douglas,4396566,4596143,35.70000076,37.29999924,90.09999847,93.59999847,WA,0,7948300005,90.73,2011,98122
1223 Spring Street,Multifamily HR (10+),Seattle,Compliant,3,2016,false,872505,255716.7031,85,3.3,Multifamily Housing,66924,47.61061,Multifamily Housing,'-122.32367,4043946,40439.46094,Central,1,12,25853,High-Rise Multifamily,66924,0,66924,1223 Spring Street Condominiums,4916451.5,5487455.5,73.5,82,104.4000015,113.3000031,WA,0,8726200000,220.86,1929,98104
